title,website,phone,address
"Escuela Nacional de Lenguas, Lingüística y Traducción UNAM",http://enallt.unam.mx/,+52 55 5622 0650,"Escolar, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
"Posgrado FCA, UNAM",http://posgrado.fca.unam.mx/,+52 55 5522 8461,"Universidad Nacional Autonoma de Mexico, Ciudad Universitaria, Ciudad de México, México"
Instituto de Investigaciones Biomédicas,http://www.biomedicas.unam.mx/,+52 55 5622 8902,"Circuito, Mario de La Cueva s/n, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
Torre I de Humanidades,,,"Universidad Nacional Autónoma de México, Ciudad Universitaria, Escolar 106, Coyoacán, 04360 Ciudad de México, CDMX, México"
CENTRO DE CÓMPUTO,,,"Cto. Bicipuma 300, Coyoacán, 04510 Ciudad de México, CDMX, México"
Programa Universitario de Bioética,http://www.bioetica.unam.mx/,,"Sótano del CIPPS, estacionamiento 4 del Centro Cultural Universitario, C.U., 04510 Ciudad de México, CDMX, México"
Escuela de Música G. Martell,http://gmartell.com/,+52 55 5658 5893,"Cerro Tlapacoyan 7, Copilco Universidad, Coyoacán, 04360 Ciudad de México, CDMX, México"
Posgrado en Bibliotecología y Estudios de la Información,http://bibliotecologia.posgrado.unam.mx/,+52 55 5623 7032,"Edificio H, 1er. nivel, H-104, Unidad de Posgrado Circuito de Posgrados, Coyoacán, C.U., 04510 Ciudad de México, CDMX, México"
Estacionamiento Universidad Motolinia del Pedregal,,,"Blvrd de la Luz 224-232, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, México"
Dirección General del Patrimonio Universitario,http://www.patrimonio.unam.mx/patrimonio/index.php,+52 55 5622 6351,"Edificios A y B, Planta Baja, Oficinas Administrativas Exteriores Zona Cultural, C.U., 04510 Ciudad de México, CDMX, México"
Centro de Diseño Mecánico e Innovación Tecnológica,,+52 55 5622 8050,"Cto. Exterior, C.U., Coyoacán, 04510 Coyacán, CDMX, México"
ENCiT Escuela Nacional de Ciencias de la Tierra,http://www.encit.unam.mx/,,"Investigación Científica S/N, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
Edificio D - Facultad de Ingeniería,,,"CU, Cto. Bicipuma 3000, Coyoacán, 04360 Ciudad de México, CDMX, México"
UNISOCIESC - CENTRO UNIVERSITÁRIO TUPY,,,"Rua Albano Schmidt, Boa Vista, Joinville,, Calz Sta Catarina 3333, Altavista, Álvaro Obregón, Ciudad de México, CDMX, México"
Ciclo de Iniciación Artística y Educación Continua (CIAYEC) - Facultad de Música UNAM,https://www.fam.unam.mx/campus/educ_continua.php,+52 55 8307 0819,"Barranca Pilares 14, Flor de María, Álvaro Obregón, 01760 Ciudad de México, CDMX, México"
Preparatoria CUAM CDMX,http://www.cuam.edu.mx/,+52 55 5593 6455,"Calz. de las Águilas 350, Las Águilas, Álvaro Obregón, 01710 Ciudad de México, CDMX, México"
Cuam Tradicion De Excelencia,,,"Espigones, Águilas, Álvaro Obregón, 01710 Ciudad de México, CDMX, México"
CESAI SC,http://escesai.wixsite.com/cesaisc,+52 55 5651 3648,"Barranca del Muerto 482, Los Alpes, Álvaro Obregón, 01010 Ciudad de México, CDMX, México"
Departamento Académico de Sistemas Digitales,,,"Altavista, Álvaro Obregón, 01060 Ciudad de México, CDMX, México"
Universidad Circuito Deportivo,,,"Tizapán San Ángel, Loreto y Campamento, 01090 Ciudad de México, CDMX, México"
ITAM Salones PF,https://www.itam.mx/,+52 55 5628 4000,"Chihuahua 49, Tizapán San Ángel, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, México"
UTEC CFE DESIERTO,,,"Desierto de los Leones 5664, Cedros, Álvaro Obregón, 01870 Ciudad de México, CDMX, México"
"EPIC Lab: Centro ITAM de Creatividad, Innovación y Emprendimiento",https://www.epiclab.itam.mx/,+52 55 5628 4000,"Río Hondo 1-Edificio 5, Progreso Tizapán, Álvaro Obregón, 01080 Ciudad de México, CDMX, México"
soni universidad,,,"Esteros 142, Pilares Águilas, Álvaro Obregón, 01710 Ciudad de México, CDMX, México"
Mundo ITAM,http://mundoitam.com/,+52 55 5628 4000,"Río Hondo #1, Progreso Tizapán, Álvaro Obregón, 01080 Ciudad de México, CDMX, México"
Campos Deportivos de Santa Lucía,http://lasalle.mx/,+52 55 5602 1130,"Av. Tamaulipas 3, Zona Federal, Álvaro Obregón, 01357 Ciudad de México, CDMX, México"
Departamento Académico de Lenguas,http://lenguas.itam.mx/,,"Altavista, Álvaro Obregón, 01060 Ciudad de México, CDMX, México"
Universidad La Salle,,,"Garcimarrero, 01510 Ciudad de México, CDMX, México"
Libros de Auditoria Administrativa / Manuel Vázquez Salinas,,+52 55 5581 3062,"C. Perseo 84, Prado Churubusco, Coyoacán, 04230 Ciudad de México, CDMX, México"
IMELE Centro de Enseñanza Superior,http://www.imele.com.mx/,+52 55 8435 6461,"Barranca Pilares 18, Pilares Águilas, Álvaro Obregón, 01049 Álvaro Obregón, CDMX, México"
Departamento Académico de Matemáticas,http://departamentodematematicas.itam.mx/,,"Altavista, Álvaro Obregón, 01060 Ciudad de México, CDMX, México"
"Escuela Nacional de Lenguas Lingüística y Traducción, Edificio C",http://enallt.unam.mx/,+52 55 5622 2888,"Av. San Jerónimo 152, Loreto y Campamento, Coyoacán, 01090 Ciudad de México, CDMX, México"
"Universidad CUGS, Centro de enlace Tlalpan",http://www.ucugs.edu.mx/,+52 55 5672 1983,"Calz. de Tlalpan 1633, Portales Sur, Benito Juárez, 03300 Ciudad de México, CDMX, México"
Dirección General de Cómputo y de Tecnologías de Información y Comunicación,http://www.tic.unam.mx/,+52 55 5622 8081,"Universidad Nacional Autónoma de México, Cto. Exterior s/n, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
FCA UNAM CU,http://www.fca.unam.mx/,,"Cto. Exterior, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
TGLE University,http://thegrandlounge-elite.com.mx/,+52 55 5087 1293,"Cruz del Sur 82, Prado Churubusco, Coyoacán, 04230 Ciudad de México, CDMX, México"
Departamento Académico de Estadística,http://estadistica.itam.mx/,,"Altavista, Álvaro Obregón, 01060 Ciudad de México, CDMX, México"
Ciencias de la Salud,,,"Granjas Esmeralda, Iztapalapa, 09810 Ciudad de México, CDMX, México"
UEM. Universidad Ejecutiva Mexicana.,,+52 55 9180 4503,"Municipio Libre 52, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX, México"
UNAM - Facultad de Medicina- Depto. Educacion Medica,http://www.facmed.unam.mx/,+52 55 5616 2346,"Av. Universidad 3000 Circuito, Interior Edif. B, C.U., 04510 Ciudad de México, México"
Programa Universitario de Estudios de la Diversidad Cultural y la Interculturalidad (PUIC-UNAM),http://www.nacionmulticultural.unam.mx/,+52 55 5616 0020,"Rio de la Magdalena 100 bc, La Otra Banda, Álvaro Obregón, 01090 Ciudad de México, CDMX, México"
CULTURES,http://www.cultures.edu.mx/,+52 55 6547 6092,"Miramar, sineo, Miravalle, Benito Juárez, 03580 Ciudad de México, CDMX, México"
Instituto Pensamiento y Cultura en America Latina,http://www.ipecal.edu.mx/,+52 55 6819 0040,"Cerro La Carbonera 24, Campestre Churubusco, Coyoacán, 04200 Ciudad de México, CDMX, México"
Edificio Adolfo Sánchez Vázquez (Anexo de la Facultad de Filosofía y Letras),,,"Escolar Cdad. Universitaria 2 2, C.U., Coyoacán, 01900 Ciudad de México, CDMX, México"
Sehuayo,,,"Av Centenario, Mina los Coyotes, Álvaro Obregón, 01618 Ciudad de México, CDMX, México"
Instituto de Comunicación y Filosofía A.C.,http://www.comfil.edu.mx/,+52 55 5646 5332,"Calz Taxqueña 1792, Paseos de Taxqueña, Coyoacán, 04250 Ciudad de México, CDMX, México"
Instituto de Investigaciones Jurídicas UNAM,https://www.juridicas.unam.mx/,+52 55 5622 7474,"Circuito, Mario de La Cueva s/n, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
UNIDEP Corporativo,https://unidep.mx/,+52 800 253 6249,"Calle Iglesia 2-Piso 3, Tizapán San Ángel, Loreto y Campamento, Álvaro Obregón, 01090 Ciudad de México, CDMX, México"
UNAM: División de Investigación de la Facultad de Contaduria y Administración,http://www.fca.unam.mx/ubicacion.php,,"Investigación Científica 74, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
División de Ingeniería Civil y Geomatica - Facultad de Ingeniería,http://dicyg.fi-c.unam.mx/,,"Cto. Exterior 3000, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
Centro Universitario Bonampak Tlalpan,https://cub.edu.mx/,+52 55 5086 4032,"Calz. de Tlalpan 1524, Miravalle, Benito Juárez, 03580 Ciudad de México, CDMX, México"
Grupo Educativo Núñez Fragoso,http://www.nunezfragoso.com/,+52 55 7407 3434,"Calz. de Tlalpan 1621, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX, México"
División de Estudios de Posgrado de la Facultad de Economía,http://www.depfe.unam.mx/,+52 55 5622 6637,"Circuito, Mario de La Cueva S/N, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
Centro Universitario Cúspide de México,http://centrouniversitariocuspidedemexico.com.mx/,+52 55 5686 4881,"5 de Mayo No.122, San Lucas, Iztapalapa, 09000 Ciudad de México, CDMX, México"
Coordinación de Urbanismo,http://arquitectura.unam.mx/urbanismo.html,+52 55 5622 0705,"Circuito Escolar, Interior de Campus de Ciudad Universitaria, Universidad 3000, Coyoacan, Copilco Universidad, 04360 Ciudad de México, CDMX, México"
Facultad de Odontología UNAM,http://www.odonto.unam.mx/,+52 55 5623 2201,"8RM9+P7, Escolar, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
CENTRO DE ESTUDIOS DEL DEPORTE,http://www.deporte.unam.mx/cecesd/index.php,+52 55 5622 0014,"Cto. Escolar 3000, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
Facultad de Economía - Edificio Anexo,http://www.economia.unam.mx/,+52 55 5622 2195,"Universidad Nacional Autónoma de México Av. Universidad, Av. Copilco 3000, Coyoacán, 04360 Ciudad de México, CDMX, México"
UTEL - Centro de Atención Personalizada Tlalpan,http://utel.edu.mx/?utm_source=google&utm_medium=maps&utm_campaign=link_google_maps&utm_content=Tlalpan,+52 55 8977 0700,"Calzada de Tlalpan No. 2148 Oficinas 8 y 9, primer piso Col. Campestre Churubusco Del, Tlalpan, 04200 Ciudad de México, CDMX, México"
Facultad de Filosofía y Letras UNAM,,+52 55 5616 0047,"Circuito Interior s/n, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
Barra Nacional de Abogados,https://www.bna.edu.mx/,+52 55 5682 7271,"Calz de los Leones 144, Los Alpes, Álvaro Obregón, 01010 Ciudad de México, CDMX, México"
Departamento Académico de Administración,http://departamentodeadministracion.itam.mx/,,"Altavista, Álvaro Obregón, 01060 Ciudad de México, CDMX, México"
School,,,"Molino de Rosas, Álvaro Obregón, 01600 Ciudad de México, CDMX, México"
CiES Colegio Internacional de Educación Superior,http://www.cies.online/,+52 55 5681 4287,"Rómulo O'Farrill 351, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, México"
Universidad DCK Ermita,http://www.dckermita.com/,+52 55 5445 6377,"Ermita Iztapalapa 452, Emperador Cacama, Iztapalapa, 09089 Ciudad de México, CDMX, México"
Centro de Estudios Anglometropolitano,http://ceaeducacion.com.mx/,+52 55 5660 6563,"Av Toluca 342, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, México"
UTEC CFE VALLE DE MEXICO SUR Campus Álvaro Obregón,,+52 55 5490 4318,"Desierto de los Leones 5632, Tetelpan, Álvaro Obregón, 01780 Ciudad de México, CDMX, México"
UTP Coyoacán,https://www.universidadtecnologicaelpuerto.com/,+52 56 1187 9387,"Jardín 14, Atlántida, Coyoacán, 04370 Ciudad de México, CDMX, México"
Centro Universitario Coyotl,,+52 55 6819 4023,"Calz Taxqueña 1561, Petrolera Taxqueña, Coyoacán, 04410 Ciudad de México, CDMX, México"
Departamento Académico de Derecho,http://departamentodederecho.itam.mx/,,"Altavista, Álvaro Obregón, 01060 Ciudad de México, CDMX, México"
IMPo Instituto Mexicano de Psicooncología Plantel Tlalpan,http://www.impo.org.mx/,+52 55 6393 2000,"Calz. de Tlalpan 1471, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX, México"
Pista de entrenamiento UP,,,"Desierto de los Leones 5295, Cedros, Álvaro Obregón, 01729 Ciudad de México, CDMX, México"
Centro Universitario Harvard - CDMX,https://www.cuharvard.edu.mx/,+52 55 5336 9698,"Canal de Miramontes 1776, Campestre Churubusco, Coyoacán, 04200 Ciudad de México, CDMX, México"
ULIM - Universidad de las Lenguas Indígenas de México,https://www.inpi.gob.mx/ulim/,+52 55 5593 0465,"Blvd. Adolfo López Mateos 160, Los Alpes, Álvaro Obregón, 01060 Ciudad de México, CDMX, México"
CURSOS COMIPEMS y a la UNIVERSIDAD,https://www.facebook.com/cursosuniversidadycomipems,+52 55 5607 8200,"C. Morelos 137-Local B, Valle de Luces 3ra Secc, Iztapalapa, 09800 Ciudad de México, CDMX, México"
Coordinación de Posgrado en Sistemas - SEPI ESIME Zacatenco,,,"Edificio 5, 3er piso, Unidad Profesional Adolfo López Mateos, 07738, Blvd. Adolfo López Mateos, Álvaro Obregón, 01080 Ciudad de México, CDMX, México"
punto p8,https://www.instagram.com/anarcosprepa8_?igsh=MTA3NTFtemJqdnVyNw==,+52 55 7191 7799,"Francisco de P.Miranda 561, Merced Gómez, Álvaro Obregón, 01480 Ciudad de México, CDMX, México"
Caap Universidad Plantel Coyoacán,https://caapuniversidad.com/,+52 55 6462 7671,"Calz. Gral. Anaya 55, San Diego Churubusco, Coyoacán, 04120 Ciudad de México, CDMX, México"
Universidades para el Bienestar Benito Juárez García (UBBJ) Sede Álvaro Obregón,https://www.facebook.com/profile.php?id=100041754259052&mibextid=LQQJ4d,,"Esquina, Av. Toluca, Blvd. Adolfo López Mateos s/n, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, México"
UNAM,,,"Calz. de Tlalpan 1774, Country Club Churubusco, Coyoacán, 04210 Churubusco, CDMX, México"
Nuevo Siglo Universidad Taxqueña,https://www.facebook.com/drpies.sanos.37/,+52 56 2127 5939,"Cerro Coporo 94, Campestre Churubusco, Coyoacán, 04200 Ciudad de México, CDMX, México"
Centro de Servicios Educativos ATENEO,,+52 55 5670 5730,"Sur 113 442, Sector Popular, Héroes de Churubusco, Iztapalapa, 09090 Ciudad de México, CDMX, México"
Departamento Académico de Computación,,,"Altavista, Álvaro Obregón, 01060 Ciudad de México, CDMX, México"
Departamento Académico de Ingeniería en Negocios,,,"Altavista, Álvaro Obregón, 01060 Ciudad de México, CDMX, México"
Instituto De Geología CU,https://www.geologia.unam.mx/,+52 55 5622 5522,"Circuito Interior s/n, Coyoacan, C.U., 04510 Ciudad de México, CDMX, México"
SA,,,"Retorno 506 de Emiliano Zapata 15F, Modelo, Iztapalapa, 09250 Ciudad de México, CDMX, México"
Universidad Rosario Castellanos Campus Coyoacán,https://www.rcastellanos.cdmx.gob.mx/sedes,,"San Eleuterio SN-S, Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX, México"
university,,,"Av. Río Churubusco 158, El Prado, Iztapalapa, 09480 Ciudad de México, CDMX, México"
Facultad de Contaduría y Administración UNAM,http://www.fca.unam.mx/,+52 55 5622 8288,"Cto. Exterior, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
Edificio L,,,"C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
Laboratorios de Ingeniería Mecánica Alberto Camacho Sánchez,,,"Cto. Exterior 300, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
Edificio LL,,,"C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
INSTITUTO DE INGENIERÍA EDIFICIO 17,,+52 55 5623 3600,"Por Circuito Escolar, Av. Universidad 3000, C.U., Coyoacán, 44840 Ciudad de México, CDMX, México"
UNAM Facultad de Medicina Veterinaria,http://www.fmvz.unam.mx/,+52 55 5848 0514,"Av. Cruz Blanca 486, Tlalpan, San Miguel Topilejo, 14500 Ciudad de México, CDMX, México"
Centro Internacional De Ciencias y Artes,,+52 55 8531 7968,"Calle Pino Mz 1 Lt 12Tlalpan, 14490, 14490 Ciudad de México, CDMX, México"
Universidad Anáhuac México Campus Sur,https://www.anahuac.mx/mexico,+52 55 5628 8800,"Av. de los Tanques 865, Torres de Potrero, Álvaro Obregón, 01840 Ciudad de México, CDMX, México"
Instituto nacional de neurología y neurocirugia,,,"Magdalena Petlacalco, Tlalpan, 14480 Ciudad de México, CDMX, México"
Facultad Latinoamericana UNIPOL,https://facultadlatinoamericanaunipol.edu.mx/,+52 55 5615 2454,"Calle de Goya 59 Colonia Insurgentes Mixcoac, Alcaldía, Benito Juárez, 03920 Ciudad de México, México"
Universidad Univer,,,"Bélgica 213, Portales Nte, Benito Juárez, 03303 Ciudad de México, CDMX, México"
Universidad Nacional Unipol,https://www.facultadlatinoamericana.edu.com/,+52 55 5615 2454,"Goya 59, Insurgentes Mixcoac, Benito Juárez, 03920 Ciudad de México, CDMX, México"
ITAM - Instituto Tecnológico Autónomo de México,http://www.itam.mx/es/,+52 55 5628 4000,"Río Hondo 1, Altavista, Álvaro Obregón, 01080 Ciudad de México, CDMX, México"
Centro Universitario Incarnate Word,http://ciw.edu.mx/,+52 55 1454 9500,"C. Tlacoquemecatl # 433, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX, México"
UNID Campus Taxqueña,http://www.unid.edu.mx/,+52 55 5544 8121,"Cerro de Jesús 67, Country Club Churubusco, Coyoacán, 04220 Ciudad de México, CDMX, México"
Departamento Académico de Ingeniería Industrial y Operaciones,,,"Altavista, Álvaro Obregón, 01060 Ciudad de México, CDMX, México"
Universidad Simón Bolívar,http://www.usb.edu.mx/,+52 55 5629 9700,"Av. Río Mixcoac 48, Insurgentes Mixcoac, Benito Juárez, 03920 Ciudad de México, CDMX, México"
Universidad Anahuac,https://www.anahuac.mx/,,"Av Carlos Lazo, San José del Olivar, Torres de Potrero, Álvaro Obregón, 01770 Ciudad de México, CDMX, México"
Centro Universitario de Estudios Jurídicos,http://www.cuej.edu.mx/,+52 55 5575 9840,"Municipio Libre 103, Portales Nte, Benito Juárez, 03303 Ciudad de México, CDMX, México"
TecNM - Campus Alvaro Obregón,http://www.itao.edu.mx/,+52 55 1285 6518,"Av. del Rosal 89, Tepeaca, Álvaro Obregón, 01550 Ciudad de México, CDMX, México"
CENTRO DE ENSEÑANZA Y CERTIFICACIÓN DE APTITUDES MÉDICAS,http://dicim.facmed.unam.mx/index.php/cecam/,+52 55 5623 2158,"Edificio A 5piso, Facultad de Medicina, Universidad 3000, Copilco Universidad, Coyoacán, 04360 Ciudad de México, CDMX, México"
universidad tecnologica latinoamericana,,+52 55 3813 4277,"cd de, Calz. de Tlalpan 2148, Campestre Churubusco, Coyoacán, 04200 Ciudad de México, CDMX, México"
Universidad Pedagogica Naciona,http://www.pedagogica.edu.co/,+52 55 5544 0315,"Erasmo Castella 472, Educación, Coyoacán, 04400 Ciudad de México, CDMX, México"
UNIVERSIDAD INSURGENTES PLANTEL ERMITA,https://www.universidadinsurgentes.edu.mx/,+52 55 5512 1212,"Ermita Iztapalapa 1693, 8va Amp San Miguel, Iztapalapa, 09837 Ciudad de México, CDMX, México"
Universidad UEM,,+52 55 4437 1556,"Calz Acoxpa 423, Coapa, Villa Lázaro Cárdenas, Tlalpan, 14370 Ciudad de México, CDMX, México"
Universidad Tres Culturas | Iztapalapa | UTC,https://www.utc.mx/,+52 55 8842 5022,"Ermita Iztapalapa 1729, El Manto, Iztapalapa, 09830 Ciudad de México, CDMX, México"
Tecnológico de la Construcción.,https://itc-ac.edu.mx/,+52 55 5668 2851,"Rómulo O'Farrill 480, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, México"
UNIVERSIDAD EUROPEA CAMPUS IZTAPALAPA,,+52 55 5970 5713,"San Lorenzo Tezonco 429-A, Av. San Lorenzo, San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, México"
Universidad Católica Lumen Gentium Plantel Xochimilco,http://www.universidadcatolica.edu.mx/,+52 55 5489 4513,"Av Mexico 6285, San Marcos, Xochimilco, 16050 Ciudad de México, CDMX, México"
